name_of_law_firm ,address,location, no_of_partners,phone,website_url
"Scott H. Robinson, P.C.",1660 Lincoln Street Suite 2350,"Denver, Colorado 80264",,303-573-3882,https://www.scotthrobinson.com/
ScottHulse PC,"1100 Chase Tower, 201 East Main Drive","El Paso, Texas 79901",16,915-533-2493,http://www.scotthulse.com/
Scott & Kraus LLC,"150 South Wacker Drive
Suite 2900","Chicago, Illinois 60606",7,312-327-1050,http://www.skcounsel.com
Scott Patton PC,"5301 Katy Freeway, Suite 201","Houston, Texas 77007",,281-377-3311,https://www.scottpattonlaw.com/
Scott+Scott,"230 Park Ave, 17th Floor","New York, New York 10169",,212-223-6444,https://scott-scott.com/
Scott & Scott Attorneys at Law LLP,"The Helmsley Building
230 Park Ave
17th Floor","New York, New York 10169",28,212-223-6444,http://scott-scott.com/
Scott Scriven LLP,"250 E. Broad St., Suite 900","Columbus, Ohio 43215",10,614-222-8686,http://scottscrivenlaw.com/
Scrudder Bass Quillian Horlock Lazarus & Adele LLP,"900 Circle 75 Parkway, Suite 850","Atlanta, Georgia 30339",9,770-612-9200,http://www.scrudderbass.com/
Scruggs Carmichael & Wershow PA,"4923 NW 43rd Street, Suite A","Gainesville, Florida 32605",10,352-376-5242,http://scruggs-carmichael.com
"Scruggs, Carmichael & Wershow, P.A.","4923 NW 43rd Street, Suite A","Gainesville, Florida 32606",,352-376-5242,https://www.scruggs-carmichael.com/
Scully Scott Murphy & Presser PC,"400 Garden City Plaza, Suite 300","Garden City, New York 11530",14,516-742-4343,http://ssmp.com
Seabaugh & Sepulvado,"401 Market Street
Suite 1150","Shreveport, Louisiana 71101",3,318-221-3221,http://seabaughlaw.com
"Seager, Tufte & Wickhem LLP",100 S 5th St Ste 600,"Minneapolis, Minnesota 55402",15,612-677-9050,http://stwiplaw.com
Searcy Denney Scarola Barnhart & Shipley PA,2139 Palm Beach Lakes Boulevard,"West Palm Beach, Florida 33409-6601",23,561-686-6300,http://www.searcylaw.com/
"Sears & Associates, P.C.","2 N. Cascade Avenue, Suite 1250","Colorado Springs, Colorado 80903",,719-471-1984,https://searsassociates.com/
Sebaly Shillito + Dyer,"1900 Kettering Tower, 40 N. Main Street","Dayton, Ohio 45423-1013",12,937-222-2500,http://ssdlaw.com
Sebris Busto James,"15375 SE 30th Pl., Suite 310","Bellevue, Washington 98007",4,425-454-4233,https://sbj.law/
Secor Cassidy & McPartland PC,41 Church St,"Waterbury, Connecticut 06702",7,203-757-9261,http://ctlawyers.com
Secrest Hill Butler & Secrest PC,"7134 South Yale, Suite 900","Tulsa, Oklahoma 74136",7,918-494-5905,http://secresthill.com
Secrest Wardle,2600 Troy Center Drive P.O. Box 5025,"Troy, Michigan 48007-5025",23,248-851-9500,http://secrestwardle.com/
Seder & Chandler LLP,"339 Main Street
Suite 300
Burnside Building","Worcester, Massachusetts 01608",10,508-471-3018,http://sederlaw.com
"Sedey Harper Westhoff, P.C.",2711 Clifton Avenue,"Saint Louis, Missouri 63139",,314-773-3566,http://sedeyharper.com/
Seed Intellectual Property Law Group LLP,"701 Fifth Avenue, Suite 5400","Seattle, Washington 98104-7094",30,206-622-4900,http://www.seedip.com/
Seegel Lipshutz Lo & Martin LLP,"80 William Street
Suite 200","Wellesley, Massachusetts 02481",7,781-431-7700,http://sll-law.com
Seeger Weiss LLP,100 Church Street,"New York, New York 10005",15,212-584-0700,http://www.seegerweiss.com/
Seeley Savidge Ebert & Gourash Co LPA,"26600 Detroit Road, Suite 300","Westlake, Ohio 44145",11,216-566-8200,http://sseg-law.com/
Segal McCambridge Singer & Mahoney,"233 S. Wacker Drive, Suite 5500","Chicago, Illinois 60606",51,312-645-7800,https://www.segalmccambridge.com/
Segal Roitman LLP,"33 Harrison Avenue
7th Floor","Boston, Massachusetts 02111",7,617-742-0208,http://segalroitman.com
Segundo Law Group,2935 1st Ave N 2nd Fl,"St. Petersburg, Florida 33713",6,727-894-3535,https://www.civillit.com/
Seiden & Schein PC,"570 Lexington Avenue, 14th Floor","New York, New York 10022",6,212-935-1400,http://seidenschein.com
Seigfreid Bingham PC,"2323 Grand Boulevard, Suite 1000","Kansas City, Missouri 64108",30,816-421-4460,http://sb-kc.com/
Seiller Waterman LC,"462 South, Fourth Street, 22nd Floor","Louisville, Kentucky 40202",15,502-584-7400,http://derbycitylaw.com/
"Seitz, Van Ogtrop & Green, P.A.",222 Delaware Avenue Suite 1500,"Wilmington, Delaware 19801",,302 888-0600,http://www.svglaw.com
Selendy Gay PLLC,1290 Avenue of the Americas,"New York, New York 10104",16,212-390-9000,https://selendygay.com/
"Selikoff & Cohen, P.A.","700 East Gate Drive, Suite 502","Mt. Laurel, New Jersey '08054",,856-291-0591,https://www.selikoffcohen.com/
Sellers Ayers Dortch & Lyons,"301 S. McDowell Street, Suite 410","Charlotte, North Carolina 28204",9,704-377-5050,http://sellersayers.com/
Selman Leichenger Edson Hsu Newman & Moore LLP,"11766 Wilshire Blvd, Sixth Floor","Los Angeles, California 90025",20,310-445-0800,http://www.selmanlaw.com/
"Selman, Munson & Lerner PC","Barton Oaks Plaza IV, Suite 200
901 South MoPac Expy","Austin, Texas 78746",3,512-505-5955,http://selmanmunson.com/
Seltzer Caplan McMahon Vitek,"750 B Street, Suite 2100","San Diego, California 92101-8177",18,619-685-3003,http://www.scmv.com
Semanoff Ormsby Greenberg & Torchia LLC,2617 Huntingdon Pike,"Huntingdon Valley, Pennsylvania 19006",17,215-887-0200,http://sogtlaw.com/
"Semmes, Bowen & Semmes","25 S. Charles Street, Suite 1400","Baltimore, Maryland 21201",31,410-539-5040,http://semmes.com
Senn Visciano Canges P.C.,"1700 Lincoln Street, Suite 2100","Denver, Colorado 80203",10,303-298-1122,http://www.sennlaw.com/
Sequor Law,"1111 Brickell Avenue, Suite 1250","Miami, Florida 33131",6,305-372-8282,http://www.sequorlaw.com
"Sercarz & Riopelle, LLP","950 Third Avenue, 31st Floor","New York, New York 10022",,212-586-4900,https://www.sercarzandriopelle.com/
Serkland Law Firm,"10 Roberts St. N.
 P.O. Box 6017","Fargo, North Dakota 58108",10,701-232-8057,http://serklandlaw.com
Serpe Andrews,"2929 Allen Parkway, Suite 1600","Houston, Texas 77019",13,713-452-4400,http://serpejones.com
"Serpe Andrews, PLLC","2929 Allen Parkway, Suite 1600","Houston, Texas 77019",,713-452-4400,https://www.serpeandrews.com/
Serviam by Wright LLP,"3 Corporate Park
Suite 100","Irvine, California 92606",3,949-385-6431,http://silverwrightlaw.com
"Sessions, Israel & Shartle","3850 N. Causeway Boulevard, Suite 200","Metairie, Louisiana 70002-7227",9,504-828-3700,http://www.sessions.legal/
Setter Roche Smith & Shellenberger LLP,"1860 Blake Street​
Suite 500","Denver, Colorado 80202",10,303-255-3588,https://www.setterroche.com/
Settlepou,3333 Lee Parkway Eighth Floor,"Dallas, Texas 75219",19,214-520-3300,http://settlepou.com/
"Sevens Legal, APC",3555 Fourth Ave,"San Diego, California 92103",,619-430-2355,https://www.sevenslegal.com/
Severson & Werson,595 Market Street Suite 2600,"San Francisco, California 94105",19,415-398-3344,http://www.severson.com
Sevila Saunders Huddleston & White PC,30 North King Street,"Leesburg, Virginia 20176",6,703-468-0432,http://sshw.com
Seward & Kissel LLP,One Battery Park Plaza,"New York, New York 10004",56,212-574-1200,http://www.sewkis.com/
Sexton Riley LLP,45 Newbury Street Suite 404,"Boston, Massachusetts 02116",,617-859-6673,https://www.sextonriley.com/
Seyburn Kahn PC,"2000 Town Center, Suite 1500","Southfield, Michigan 48075-4807",12,248-353-7620,http://www.seyburn.com/
Seyfarth Shaw LLP,"233 South Wacker Drive
Suite 8000","Chicago, Illinois 60606-6448",432,312-460-5000,http://www.seyfarth.com
Seyferth Blumenthal & Harris LLC,"4801 Main Street, Suite 310","Kansas City, Missouri 64112",10,816-756-0700,http://sbhlaw.com
SGR LLC,"3900 E Mexico Ave, Ste 700","Denver, Colorado 80210",7,303-320-0509,http://sgrllc.com/
"Shackelford, Bowen, McKinley & Norton, LLP","9201 North Central Expressway, Fourth Floor","Dallas, Texas 75231",52,214-780-1400,https://shackelford.law/
Shaffer Lombardo Shurin,2001 Wyandotte Street,"Kansas City, Missouri 64108",7,816-931-0500,http://www.sls-law.com
"Shaheen & Gordon, PA",107 Storrs Street,"Concord, New Hampshire 03302",24,603-819-4231,http://www.shaheengordon.com/
"Shambaugh Kast Beck & Williams, LLP",229 W Berry St Ste 400,"Fort Wayne, Indiana 46802",7,,http://skbw.com
"Shamberg, Johnson & Bergman","2600 Grand Blvd., Suite 550","Kansas City, Missouri 64108",,816-542-5999,https://www.sjblaw.com/
"Shamberg, Johnson & Bergman Chartered","2600 Grand Blvd, Suite 550","Kansas City, Missouri 64108",5,816-542-5999,http://www.sjblaw.com
Shamoun & Norman LLP,1800 Valley View Ln Ste 200,"Farmers Branch, Texas 75234",4,214-987-1745,http://snlegal.com
"Shands, Elbert, Gianoulakis & Gilijum, LLP","8235 Forsyth Blvd., Suite 700","St. Louis, Missouri 63105",10,314-241-3963,http://www.shandselbert.com/
"Shane & Shane, P.A.","500 West Cypress Creek Road, Suite 470,","Fort Lauderdale, Florida 33309",,954-772-8782,https://www.shanelaw.com/
Shankman Leone,"707 N. Franklin Street, 5th Floor","Tampa, Florida 33602",4,813-223-1099,http://shankmanleone.com
Shapiro Arato LLP,"1140 Avenue of the Americas
17th Floor","New York, New York 10036",5,212-257-4880,http://www.shapiroarato.com/
Shapiro Blasi Wasserman & Hermann PA,"7777 Glades Rd., Suite 400","Boca Raton, Florida 33434",13,561-477-7800,http://sbwlawfirm.com/
Shapiro Croland Reiser Apfel & Di Iorio LLP,"Continental Plaza II, 411 Hackensack Ave.","Hackensack, New Jersey 07601",7,201-488-3900,http://shapiro-croland.com/
"Shapiro, Galvin, Shapiro & Moran","640 Third Street, 2nd Floor","Santa Rosa, California 95404",,707-544-5858,https://shapirogalvinlaw.com/
Shapiro Haber & Urmy LLP,"One Boston Place
Suite 2600","Boston, Massachusetts 02108",3,617-439-3939,http://www.shulaw.com/
"Shapiro, Shapiro and Shapiro Co., L.P.A.",4469 Renaissance Parkway,"Warrensville Heights, Ohio 44128",,216-927-2030,http://www.theshapirolaw.com/
"Shapiro Sher Guinot & Sandler, P.A.","250 West Pratt Street, Suite 2000","Baltimore, Maryland 21201",11,410-385-0202,http://www.shapirosher.com/
"Shapiro Zwanetz & Associates, P.A.",7226 Lee Deforest Drive Suite 207,"Columbia, Maryland 21046",,410-927-5137,https://www.szlfirm.com/
Shapiro Zwanetz & Lake,7226 Lee Deforest Drive Suite 207,"Columbia, Maryland 21046",,410-927-5137,https://www.szlfirm.com/
Sharpe & Wise PLLC,120 N. Congress Street Suite 902,"Jackson, Mississippi 39201",,601-918-7397,https://sharpeandwise.com/
Sharp Law LLP,4820 W 75th St.,"Prairie Village, Kansas 66208",5,913-901-0505,http://midwest-law.com
Shartsis Friese LLP,"425 Market Street, 11th Floor","San Francisco, California 94105-2496",38,415-421-6500,http://www.sflaw.com
Shatz Schwartz & Fentin PC,1441 Main St Ste 1100,"Springfield, Massachusetts 01103",10,413-737-1131,http://ssfpc.com
Shaub Ahmuty Citrin & Spratt LLP,1983 Marcus Avenue,"Lake Success, New York 11042",24,516-488-3300,http://www.sacslaw.com
"Shaub, Ahmuty, Citrin & Spratt LLP",1983 Marcus Avenue,"Lake Success, New York 11042",,516-488-3300,https://www.sacslaw.com/
Shaw Bransford & Roth PC,1100 Connecticut Avenue NW Suite 1000,"Washington, District of Columbia 20036",3,202-463-8400,http://www.shawbransford.com/
Shaw Cowart LLP,"1609 Shoal Creek Blvd, Ste 301","Austin, Texas 78701",,512-499-8900,https://www.shawcowart.com/
Shawe Rosenthal LLP,"One South Street, Suite 1800","Baltimore, Maryland 21202",10,410-752-1040,http://www.shawe.com
Shaw Perelson May & Lambert LLP,21 Van Wagner Road,"Poughkeepsie, New York 12603",7,845-486-4200,http://shawperelson.com
Shea Law PLLC,"26100 American Drive, Suite 200","Southfield, Michigan 48034",8,248-354-0224,http://sadplaw.com
Shearman & Sterling LLP,599 Lexington Ave.,"New York, New York 10022-6069",110,212-848-4000,http://www.shearman.com/en
Shebby Hirashima LLP,11400 W Olympic Blvd,"Los Angeles, California 90064",,424-369-5100,https://www.shebbyhirashima.com/
"Shebell & Shebell, LLC","655 Shrewsbury Avenue
Suite 314","Shrewsbury, New Jersey 07702",3,848-238-2569,https://www.shebell.com/
Sheehan Phinney Bass & Green,"1000 Elm Street, 17th Floor","Manchester, New Hampshire 03101",54,603-668-0300,http://www.sheehan.com
Sheehey Furlong & Behm PC,"30 Main Street, 6th Floor","Burlington, Vermont 05402-0066",11,802-864-9891,http://sheeheyvt.com
"Sheehy Lovelace & Mayfield, PC",510 N Valley Mills Dr Ste 500,"Waco, Texas 76710-6077",8,254-772-8022,http://www.slmpc.com/
Sheehy Ware Pappas & Grubbs PC,"909 Fannin Street, Suite 2500","Houston, Texas 77010",15,713-951-1000,http://www.sheehyware.com/
Sheeley LLP,"100 Wall Street
19th Floor","New York, New York 10005",15,646-650-5952,http://sheeleyllp.com
"Sheffer Monhollen & Tackett, PLLC","500 West Jefferson Street, Suite 1240","Louisville, Kentucky 40202",,502-792-8008,https://smt-law.com/
Shegerian & Associates,"145 S Spring Street, Suite 400","Los Angeles, California 90012",4,,http://shegerianlaw.com
Shellist Lazarz Slobin LLP,Suite 1515,"Houston, Texas 77046",,713-352-3433,https://www.eeoc.net/
Shelton McKean,"Suite 400
9700 9th St. N.","St. Petersburg, Florida 33702",2,727-316-6330,http://sheltonmckean.com
ShemanoLaw,1801 Century Park East Suite 1600,"Los Angeles, California 90067",,310-492-5033,http://shemanolaw.com/
Shendell & Pollock PL,"2700 North Military Trail, Suite 150","Boca Raton, Florida 33431",6,561-241-2323,http://shendellpollock.com
Shepherd Prewett PLLC,"770 South Post Oak Lane, Suite 420","Houston, Texas 77056",,713-955-4440,https://spcounsel.com/
Sheppard Law Firm,9100 College Pointe Court,"Fort Myers, Florida 33919",,239-334-1141,https://www.sbshlaw.com/
"Sheppard, Mullin, Richter & Hampton LLP","333 South Hope Street, Forty-Third Floor","Los Angeles, California 90071",393,213-620-1780,http://www.sheppardmullin.com
Sher Edling LLP,"100 Montgomery St., Suite 1410","San Francisco, California 94104",4,628-231-2500,http://sheredling.com
"Sher Garner Cahill Richter Klein & Hilbert, LLC","909 Poydras Street, Suite 2800","New Orleans, Louisiana 70112",23,504-299-2100,http://www.shergarner.com
Sheridan Ross P.C.,"1560 Broadway, Suite 1200","Denver, Colorado 80202",21,303-863-9700,http://www.sheridanross.com
Sherin and Lodgen LLP,101 Federal Street,"Boston, Massachusetts 02110",29,617-646-2000,http://www.sherin.com/
Sherman Atlas Sylvester & Stamelman LLP,"210 Park Avenue
2nd Floor","Florham Park, New Jersey 07932",17,973-302-9700,https://www.shermanatlas.com/
Sherman & Howard LLC,675 Fifteenth Street Suite 2300,"Denver, Colorado 80202",83,303-297-2900,http://shermanhoward.com/
Sherman Silverstein Kohl Rose & Podolsky PA,308 Harper Dr #200,"Moorestown, New Jersey 08057",14,856-662-0700,http://shermansilverstein.com
Shernoff Bidart Echeverria LLP,600 South Indian Hill Blvd,"Claremont, California 91711",6,909-621-4935,http://shernoff.com
"Sherrard, German & Kelly, P.C.","535 Smithfield Street, Ste. 300","Pittsburgh, Pennsylvania 15222",20,412-355-0200,http://sgkpc.com
Sherrard Roe Voigt & Harbison PLC,"150 3rd Avenue South, Suite 1100","Nashville, Tennessee 37201",32,615-742-4200,http://srvhlaw.com/
Sher Tremonte LLP,"90 Broad Street, 23rd Floor","New York, New York 10004",12,212-202-2600,http://shertremonte.com
Shields Legal Group,"16400 Dallas Pkwy
Suite 300","Dallas, Texas 75248",4,972-788-2040,http://shieldslegal.com
Shimanovsky & Moscardini LLP,"205 West Randolph Street, Suite 1405","Chicago, Illinois 60606",4,312-876-0600,http://www.elsm.com
Shindler Anderson Goplerud & Weese PC,"5015 GRAND RIDGE DRIVE, SUITE 100","West Des Moines, Iowa 50265",12,515-223-4567,http://sagwlaw.com
Shipley Snell Montgomery LLP,717 Texas Ave. Suite 1800,"Houston, Texas 77002",6,713-652-5920,http://
Shipman & Goodwin LLP,One Constitution Plaza,"Hartford, Connecticut 06103-1919",78,860-251-5000,http://www.shipmangoodwin.com
"Shipman, Shaiken & Schwefel, LLC","433 South Main Street, Suite 319","West Hartford, Connecticut 06110",,860-952-3715,https://www.shipmanlawct.com/
"Shook, Hardy & Bacon LLP",2555 Grand Blvd.,"Kansas City, Missouri 64108",253,816-474-6550,http://www.shb.com
Shoreline A Law Corporation,"1299 Ocean Avenue, Suite 400","Santa Monica, California 90401-1007",10,310-451-8001,https://shoreline-law.com/
"Shoreline, A Law Corporation","1299 Ocean Avenue, Suite 400","Santa Monica, California 90401",,310-451-8001,https://shoreline-law.com/
"Shuffield, Lowman","1000 Legion Place, Suite 1700","Orlando, Florida 32801",16,407-581-9800,http://shuffieldlowman.com
"Shuker & Dorris, P.A.","121 South Orange Avenue, Suite 1120","Orlando, Florida 32801",,407-337-2060,https://shukerdorris.com/
Shulman Bastian Friedman & Bui LLP,"100 Spectrum Center Drive
Suite 600","Irvine, California 92618",16,949-340-3400,https://www.shulmanbastian.com/
Shulman Rogers,"12505 Park Potomac Avenue, 6th Floor","Potomac, Maryland 28054",51,301-230-5200,http://www.shulmanrogers.com
Shumaker Loop and Kendrick LLP,1000 Jackson Street,"Toledo, Ohio 43604",180,419-241-9000,http://www.shumaker.com
Shumaker & Sieffert,"1625 Radio Drive, Suite 300","St. Paul, Minnesota 55125",18,651-735-1100,http://ssiplaw.com
Shumaker Williams PC,3425 Simpson Ferry Rd,"Camp Hill, Pennsylvania 17011",6,717-763-1121,http://shumakerwilliams.com
"Shuman Mccuskey & Slicer, PLLC","1411 Virginia Street East, Suite 200","Charleston, West Virginia 25339",13,304-345-1400,http://shumanlaw.com/
"Shumener, Odson & Oh LLP","550 South Hope Street, Suite 1900","Los Angeles, California 90071",,213-344-4200,https://www.soollp.com/
Shumway Van,"8985 S. Eastern Ave., Suite 100","Las Vegas, Nevada 89123",7,702-478-7770,http://shumwayvan.com
"Shupe Ventura, PLLC",9406 Biscayne Blvd,"Dallas, Texas 75218",,214-328-1100,https://www.svlandlaw.com/
Shute Mihaly & Weinberger LLP,396 Hayes Street,"San Francisco, California 94102",21,415-552-7272,http://www.smwlaw.com/
"Shute, Mihaly & Weinberger LLP",396 Hayes Street,"San Francisco, California 94102",,415-552-7272,https://www.smwlaw.com/
"Shuttleworth & Ingersoll, PC","U.S. Bank Building 5th Floor, 115 3rd St South East, Suite 500","Cedar Rapids, Iowa 52401",39,319-365-9461,http://www.shuttleworthlaw.com/
Shuttleworth PLLC,"6077 Primacy Parkway, Suite 200","Memphis, Tennessee 38119",9,901-526-7399,http://swlawpllc.com
Shutts & Bowen LLP,"200 South Biscayne Boulevard, Suite 4100","Miami, Florida 33131",202,305-358-6300,http://www.shutts.com
Siana Law,"Ludwigs Corner Professional Center
941 Pottstown Pike
Suite 200","Chester Springs, Pennsylvania 19425",9,610-321-5500,http://sianalaw.com
"Sibirsky Law Firm, P.A.","701 Brickell Avenue, Suite 1550","Miami, Florida 33131",,305-381-9797,https://www.sibirskylaw.com/
Sichenzia Ross Ference Carmel LLP,"1185 Avenue of the Americas, 37th Floor","New York, New York 10036",33,212-930-9700,https://srfc.law/
Sico Hoelscher Harris LLP,"802 N. Carancahua Street, Suite 900","Corpus Christi, Texas 78401",4,877-631-9965,http://shhlaw.com
Sideman & Bancroft LLP,"One Embarcadero Center, Twenty-Second Floor","San Francisco, California 94111",20,415-392-1960,http://sideman.com/
Sidkoff Pincus & Green PC,"1101 Market Street, Suite 2700","Philadelphia, Pennsylvania 19107",4,215-574-0600,https://www.greatlawyers.com/
